Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
49,1010566,1191405,997238,989839,857547,820581,664899,648020,550406,510693,420540
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
50,1011854,1194277,1008271,992664,856843,828718,659837,657367,559510,507306,419473
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
51,988792,1218805,1008920,995138,855915,834282,671738,646350,571412,503451,422184
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
52,988304,1209391,1023936,999748,855505,837823,689434,634245,577438,503279,429271
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
53,968184,1222018,1031118,992429,868497,845320,692829,642257,569830,504474,434428
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
54,983786,1219798,1035388,983680,879642,856159,691513,641702,570370,511940,435001
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
55,971795,1250049,1035684,988926,875131,858432,701319,639501,569387,512975,445942
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
56,951122,1280953,1022976,995067,885957,861188,708642,637770,571625,511236,449012
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
57,943514,1270653,1046115,983861,896485,863894,711021,642814,581612,509559,446973
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
58,938605,1281994,1055689,977350,911539,852333,722359,642629,575414,519195,455849
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
59,948531,1266341,1073024,984105,913703,841631,738878,644964,576893,518992,451318
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
60,947484,1265863,1099714,974188,926201,837476,741310,641840,590221,508704,458619
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
61,960900,1254035,1110334,976715,934191,844046,748144,637619,588789,503074,471068
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
62,956204,1256808,1118269,967569,942470,850214,749438,633289,602800,512318,457633
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
63,943616,1250165,1136303,974940,940000,852897,766798,623345,612088,515402,458361
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
64,936507,1263805,1134084,975582,948946,859836,770866,626810,611440,515404,465888
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
65,929844,1272067,1130532,979746,960722,857063,783008,621726,617855,511666,466220
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
66,913140,1252879,1167481,957123,988834,846932,798916,631403,615059,516953,460405
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
67,914704,1251907,1159411,963887,991933,848340,807661,641620,612356,512563,462839
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
68,916292,1244728,1169256,980889,996327,842288,806306,639446,622318,509636,470483
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
69,922520,1231078,1185167,992953,983869,850685,808395,645830,628082,516327,464294
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
70,914576,1237488,1187909,1004626,985771,849755,817891,641865,634999,527288,463148
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
71,888262,1234637,1212653,1004943,987794,847694,823761,654391,623711,537832,460820
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
72,886019,1232543,1203239,1020135,992276,847185,826124,668512,611084,542134,462517
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
73,889917,1207361,1214929,1027495,984721,859899,836529,672188,619161,534549,466584
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
74,889225,1214558,1210752,1031628,977607,870985,845448,671816,618299,532973,474379
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
75,888335,1192818,1242382,1034138,982867,868438,847360,679540,616741,534172,471654
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
76,882867,1178559,1274198,1021642,989147,879712,849872,687552,615022,538845,470692
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
77,865346,1185472,1263790,1042340,978464,889076,853011,690874,620091,546471,470173
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
78,864081,1173890,1275533,1051804,972199,903980,841492,704440,619956,539227,478854
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
79,866193,1173617,1259597,1069899,980562,903878,834757,717192,623700,542449,477454
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
80,871583,1167094,1259431,1096589,970907,916508,830530,720064,619847,553285,466758
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
81,875269,1170279,1247759,1106905,973434,922254,838039,724996,617047,551891,466715
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
82,874633,1159760,1252329,1113452,964631,930672,844555,726350,614517,564690,474608
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
83,884359,1149988,1244523,1130415,972303,929155,845589,744819,602459,576994,472847
